0      1.867762025   
0.5    1.86421433    
1      1.851564082   
1.5    1.821185883   
2      1.780677274   
2.5    1.740757323   
3      1.695043659   
3.5    1.646893624   
4      1.598243192   
4.5    1.562887381   
5      1.529558673   
5.5    1.489255168   
6      1.443262987   
6.5    1.402261382   
7      1.355068206   
7.5    1.347330015   
8      1.2999429     
8.5    1.26599637    
9      1.236789099   
9.5    1.205475037   
