0      1.871864702   
0.5    1.840419778   
1      1.818555779   
1.5    1.782114147   
2      1.732795698   
2.5    1.677150521   
3      1.644930708   
3.5    1.596047008   
4      1.565257343   
4.5    1.524396122   
5      1.483587297   
5.5    1.447932866   
6      1.407390904   
6.5    1.371990911   
7      1.335457901   
7.5    1.2955671     
8      1.256477206   
8.5    1.216165902   
