39.52180729	0	39.52180729
38.86009439	15	39.32577485
38.20946054	30	38.67233336
37.56972025	45	38.01889188
36.94069111	60	37.36545039
36.32219379	75	36.77735306
35.71405196	90	36.05856743
35.11609224	105	35.66650254
34.52814415	120	35.01306105
33.95004007	135	34.35961957
33.38161517	150	33.83686638
32.8227074	165	33.31411319
32.27315741	180	32.79136001
31.73280852	195	32.20326267
31.20150669	210	31.61516533
30.67910043	225	31.22310044
30.16544081	240	30.56965896
29.66038139	255	30.17759407
29.16377817	270	29.65484088
28.67548956	285	29.06674355
28.19537637	300	28.60933451
27.25913096	330	27.75986058
26.35397418	360	26.77969835
25.47887371	390	25.93022442
24.6328315	420	25.01540634
23.81488266	450	24.16593241
23.02409434	480	23.25111434
22.25956464	510	22.5323287
21.52042164	540	21.81354307
20.80582236	570	20.89872499
20.11495179	600	19.78787447
18.80127129	660	18.80771224
17.5733855	720	17.69686172
16.42569128	780	16.4553229
15.35295143	840	15.27912823
14.35027078	900	14.23362186
13.41307386	960	13.31880378
12.53708401	1020	12.33864155
11.71830388	1080	11.48916762
10.95299718	1140	10.66583135
10.23767164	1200	9.881701572
9.569063045	1260	9.156381524
8.944120381	1320	8.496405626
8.359991885	1380	7.823360897
7.814012036	1440	7.235263561
7.303689399	1500	6.692907129
6.826695247	1560	6.150550698
6.380852944	1620	5.706210488
5.964128003	1680	5.229198205
5.574618809	1740	4.791392411
5.210547937	1800	4.301311297
4.870254045	1860	4.026865874
4.552184291	1920	3.660938643
4.254887245	1980	3.268873753
3.97700627	2040	3.020565989
3.717273329	2100	2.733051736
3.474503197	2160	2.465140727
3.247588057	2220	2.203764133
3.03549244	2280	1.968525199
2.837248504	2340	1.73982068
