0	364.55 364.55
30	359.35 290.1
60	355.95 290.1
90	350.65 290.1
120	344.15 290.1
150	337.65 290.1
180	334.25 290.1
210	329.55 290.1
240	326.85 290.1
270	323.55 290.1
300	320.55 290.1
330	318.15 290.1
360	315.65 290.1
390	313.65 290.1
420	311.75 290.1
450	309.85 290.1
480	308.15 290.1
510	306.55 290.1
