0 0
30 25.19807096
60 24.47468136
90 22.82121943
120	20.78883913
150	18.96314158
180	17.06854978
210	15.27729935
240	13.65828453
270	12.5904237
300	11.66035136
330	10.62693765
360	9.559076817
390	8.697898725
420	7.80227351
450	7.664485016
480	6.872201171
510	6.355494316
540	5.942128832
570	5.528763348
