0 0
30 -1.394951106
60 1.176157975
90 1.260404913
120 0.848745387
150 0.290347936
180 0.525831027
210 0.25729573
240 0.492859264
270 0.450375492
300 0.412365883
330 0.481806394
360 0.445812266
390 0.501036919
420 0.526474945
450 0.494729572
480 0.475234845
510 0.440186329
