0 361.95 361.950
30 361.55 357.598
60 360.35 353.511
90 358.85 349.673
120 355.85 346.069
150 351.45 342.685
180 346.35 339.507
210 342.15 336.523
240 338.45 333.721
270 334.35 331.089
300 331.05 328.618
330 327.65 326.298
360 324.35 324.119
390 321.45 322.072
420 319.25 320.151
450 316.85 318.347
480 314.65 316.652
510 312.55 315.061
540 309.85 313.567
570 308.75 312.164
600 307.15 310.847
630 306.35 309.609
