0 364.55 364.55
30 359.35 364.4336715
60 355.95 351.8121335
90 350.65 346.2854018
120 344.15 341.2536256
150 337.65 336.6724784
180 334.25 332.5016034
210 329.55 328.704258
240 326.85 325.2469901
270 323.55 322.0993435
300 320.55 319.2335896
330 318.15 316.624483
360 315.65 314.2490392
390 313.65 312.0863323
420 311.75 310.1173101
450 309.85 308.3246269
480 308.15 306.6924904
510 306.55 305.2065226
